shot_end_x,shot_end_y,shot_speed,shot_distance,gk_x,gk_y,gk_dive_distance,ball_travel_time,gk_reach_time,reaction_time,dist_from_center,dist_from_left_post,dist_from_right_post,dist_from_crossbar,dist_from_ground,zone,psxg,is_goal
6.778,2.203,101.2,18.2,4.229,0.3,3.181,0.6821,0.4499,0.1889,3.27,6.778,0.542,0.237,2.203,TOP_R,0.76,1
0.779,1.632,94.9,5.4,4.158,0.0,3.752,0.2164,0.6573,0.1278,2.91,0.779,6.541,0.808,1.632,TOP_L,0.985,1
5.084,0.477,124.2,15.4,2.402,0.0,2.724,0.4692,0.483,0.1082,1.606,5.084,2.236,1.963,0.477,LOW_R,0.92,1
0.761,0.822,95.6,6.3,3.425,0.0,2.788,0.2516,0.4785,0.212,2.926,0.761,6.559,1.618,0.822,MID_L,0.985,1
1.14,0.682,75.6,8.6,4.15,0.3,3.034,0.4285,0.5651,0.1257,2.577,1.14,6.18,1.758,0.682,LOW_L,0.985,1
5.325,0.735,112.4,31.9,2.774,0.3,2.588,1.0766,0.4504,0.2039,1.735,5.325,1.995,1.705,0.735,LOW_R,0.05,0
0.876,0.551,69.7,16.2,3.175,0.0,2.364,0.8835,0.3872,0.1978,2.863,0.876,6.444,1.889,0.551,LOW_L,0.2875,0
5.541,1.422,86.8,6.8,4.115,0.3,1.815,0.2956,0.169,0.1117,1.892,5.541,1.779,1.018,1.422,MID_R,0.4,0
5.735,0.894,71.0,10.0,1.015,0.3,4.757,0.5347,0.9925,0.1664,2.101,5.735,1.585,1.546,0.894,MID_R,0.98,1
4.148,2.113,79.4,18.8,4.676,0.0,2.178,0.8987,0.05,0.1196,1.017,4.148,3.172,0.327,2.113,TOP_C,0.43,1
6.717,1.92,51.5,6.3,3.506,0.3,3.597,0.4647,0.6154,0.1365,3.137,6.717,0.603,0.52,1.92,TOP_R,0.985,1
0.497,2.39,96.4,27.7,4.285,0.0,4.479,1.0876,0.7596,0.1099,3.373,0.497,6.823,0.05,2.39,TOP_L,0.62,1
0.213,0.146,67.3,16.8,4.128,0.3,3.918,0.9461,0.8703,0.157,3.611,0.213,7.107,2.294,0.146,LOW_L,0.925,1
1.21,1.632,113.1,8.6,2.993,0.0,2.417,0.2893,0.2582,0.085,2.484,1.21,6.11,0.808,1.632,TOP_L,0.8875,0
2.401,1.167,95.3,5.7,3.954,0.0,1.943,0.2259,0.2007,0.0891,1.26,2.401,4.919,1.273,1.167,MID_L,0.85,0
1.139,1.313,92.4,12.3,3.133,0.0,2.388,0.5064,0.311,0.142,2.523,1.139,6.181,1.127,1.313,MID_L,0.4,0
2.461,0.383,94.8,7.5,3.651,0.3,1.193,0.2981,0.1101,0.1579,1.462,2.461,4.859,2.057,0.383,LOW_C,0.58,1
5.66,0.301,86.3,14.2,4.052,0.0,1.635,0.6251,0.2144,0.1801,2.201,5.66,1.66,2.139,0.301,LOW_R,0.335,0
4.791,0.932,79.6,40.0,4.692,0.0,0.938,1.9033,0.05,0.2338,1.167,4.791,2.529,1.508,0.932,MID_C,0.05,0
5.924,1.397,69.7,26.6,4.729,0.3,1.622,1.4482,0.1112,0.1483,2.271,5.924,1.396,1.043,1.397,MID_R,0.2875,1
5.523,1.42,69.7,10.4,3.805,0.0,2.229,0.5675,0.2421,0.2115,1.874,5.523,1.797,1.02,1.42,MID_R,0.2,0
5.498,0.656,63.1,9.4,4.182,0.0,1.471,0.5647,0.1416,0.1788,1.923,5.498,1.822,1.784,0.656,LOW_R,0.05,0
1.035,1.704,46.6,9.6,3.231,0.3,2.607,0.7798,0.3615,0.1838,2.669,1.035,6.285,0.736,1.704,TOP_L,0.2875,1
5.064,1.666,44.4,13.1,4.016,0.3,1.722,1.1163,0.0746,0.2116,1.474,5.064,2.256,0.774,1.666,TOP_R,0.05,0
1.027,1.793,111.6,31.8,3.485,0.5,2.777,1.0809,0.427,0.1499,2.695,1.027,6.293,0.647,1.793,TOP_L,0.2875,0
0.885,1.082,81.0,5.7,3.229,0.0,2.582,0.2688,0.3985,0.197,2.778,0.885,6.435,1.358,1.082,MID_L,0.985,1
6.708,0.306,66.8,14.2,4.367,0.0,2.361,0.808,0.3978,0.1068,3.182,6.708,0.612,2.134,0.306,LOW_R,0.525,1
2.432,0.552,59.4,8.1,3.887,0.0,1.557,0.5142,0.1763,0.1831,1.398,2.432,4.888,1.888,0.552,LOW_L,0.05,0
5.49,0.279,94.1,12.8,3.638,0.0,1.872,0.5141,0.2754,0.2168,2.057,5.49,1.83,2.161,0.279,LOW_R,0.58,1
6.157,1.085,87.2,6.2,5.045,0.0,1.554,0.2684,0.0906,0.1188,2.501,6.157,1.163,1.355,1.085,MID_R,0.4,0
5.251,1.069,74.3,23.3,4.742,0.0,1.183,1.1872,0.05,0.1687,1.598,5.251,2.069,1.371,1.069,MID_R,0.05,0
5.083,1.352,48.0,14.3,3.624,0.3,1.799,1.1264,0.1774,0.1957,1.429,5.083,2.237,1.088,1.352,MID_R,0.05,0
3.031,2.133,80.3,6.8,1.97,0.3,2.118,0.3187,0.0778,0.1957,1.109,3.031,4.289,0.307,2.133,TOP_C,0.64,1
5.938,1.166,130.0,10.1,4.484,0.0,1.864,0.2947,0.1761,0.0873,2.279,5.938,1.382,1.274,1.166,MID_R,0.55,1
6.581,2.065,92.4,13.7,4.144,0.3,3.01,0.5623,0.422,0.1545,3.041,6.581,0.739,0.375,2.065,TOP_R,0.86,1
4.283,1.745,54.7,9.3,4.185,0.0,1.748,0.6475,0.05,0.1567,0.815,4.283,3.037,0.695,1.745,TOP_C,0.05,0
1.48,1.558,44.4,40.0,4.701,0.0,3.578,3.4121,0.6176,0.1672,2.206,1.48,5.84,0.882,1.558,MID_L,0.2875,1
6.546,1.888,68.4,7.4,4.487,0.0,2.793,0.4092,0.3271,0.1242,2.962,6.546,0.774,0.552,1.888,TOP_R,0.7375,1
3.157,1.284,63.3,18.8,3.894,0.0,1.48,1.128,0.05,0.2746,0.507,3.157,4.163,1.156,1.284,MID_C,0.05,0
5.776,1.289,82.5,10.5,3.435,0.3,2.541,0.4812,0.3977,0.1792,2.117,5.776,1.544,1.151,1.289,MID_R,0.85,1
2.307,1.092,105.3,7.7,2.162,0.3,0.805,0.2756,0.05,0.1901,1.36,2.307,5.013,1.348,1.092,MID_L,0.4,1
5.413,0.167,98.0,5.4,3.123,0.0,2.297,0.2083,0.4236,0.1147,2.045,5.413,1.907,2.273,0.167,LOW_R,0.986,1
6.221,2.042,106.2,6.7,5.099,0.3,2.072,0.2393,0.0929,0.1985,2.69,6.221,1.099,0.398,2.042,TOP_R,0.94,1
6.221,0.786,70.9,15.4,3.703,0.3,2.564,0.8242,0.4419,0.1129,2.597,6.221,1.099,1.654,0.786,LOW_R,0.2875,0
3.639,0.665,71.6,19.5,3.052,0.5,0.609,1.031,0.05,0.2075,0.555,3.639,3.681,1.775,0.665,LOW_C,0.05,0
0.543,2.203,96.4,12.1,2.627,0.3,2.822,0.4746,0.3336,0.0941,3.269,0.543,6.777,0.237,2.203,TOP_L,0.76,1
4.454,1.282,91.7,19.4,4.493,0.0,1.283,0.8019,0.05,0.1834,0.796,4.454,2.866,1.158,1.282,MID_C,0.05,0
2.876,1.182,77.3,6.6,1.744,0.0,1.637,0.3235,0.0955,0.1412,0.785,2.876,4.444,1.258,1.182,MID_C,0.2,1
2.413,1.569,91.7,8.8,3.804,0.3,1.883,0.3639,0.1602,0.1208,1.295,2.413,4.907,0.871,1.569,MID_L,0.2,0
4.792,0.329,104.8,7.5,2.683,0.0,2.134,0.2713,0.3397,0.1348,1.441,4.792,2.528,2.111,0.329,LOW_C,0.986,1
7.199,1.874,86.6,22.0,3.747,0.3,3.794,0.9626,0.6754,0.1542,3.599,7.199,0.121,0.566,1.874,TOP_R,0.4,1
1.112,1.857,93.8,40.0,4.241,0.0,3.639,1.6167,0.5948,0.15,2.626,1.112,6.208,0.583,1.857,TOP_L,0.2875,1
0.964,0.162,72.6,30.1,3.819,0.0,2.859,1.5735,0.5787,0.08,2.896,0.964,6.356,2.278,0.162,LOW_L,0.525,0
0.612,0.596,83.0,40.0,2.912,0.0,2.376,1.8272,0.3875,0.1387,3.111,0.612,6.708,1.844,0.596,LOW_L,0.2875,1
4.853,1.676,68.8,12.0,4.193,0.5,1.348,0.6629,0.05,0.0813,1.277,4.853,2.467,0.764,1.676,TOP_C,0.05,0
5.54,0.49,101.6,11.8,3.644,0.0,1.958,0.4391,0.2866,0.1974,2.017,5.54,1.78,1.95,0.49,LOW_R,0.65,1
1.418,1.733,96.7,19.5,3.618,0.0,2.801,0.7628,0.3625,0.1007,2.3,1.418,5.902,0.707,1.733,TOP_L,0.2875,0
6.52,0.632,83.8,12.4,5.394,0.0,1.291,0.5604,0.0939,0.1358,2.92,6.52,0.8,1.808,0.632,LOW_R,0.2875,0
4.133,1.031,99.0,12.0,4.314,0.3,0.753,0.4595,0.05,0.1378,0.509,4.133,3.187,1.409,1.031,MID_C,0.05,0
1.401,1.463,65.1,40.0,3.634,0.0,2.669,2.3297,0.3708,0.1891,2.272,1.401,5.919,0.977,1.463,MID_L,0.2875,0
1.57,0.744,54.3,7.8,5.028,0.3,3.487,0.5449,0.6772,0.1732,2.144,1.57,5.75,1.696,0.744,LOW_L,0.98,1
1.096,0.109,91.0,11.8,1.402,0.3,0.361,0.4909,0.05,0.1359,2.795,1.096,6.224,2.331,0.109,LOW_L,0.335,0
4.921,0.891,66.0,5.5,3.29,0.3,1.735,0.3181,0.2202,0.0923,1.304,4.921,2.399,1.549,0.891,MID_R,0.4,1
1.04,1.175,74.9,29.7,4.791,0.0,3.932,1.5018,0.7505,0.2653,2.621,1.04,6.28,1.265,1.175,MID_L,0.2875,0
1.04,2.39,70.3,11.8,4.291,0.3,3.865,0.6341,0.6253,0.142,2.869,1.04,6.28,0.05,2.39,TOP_L,0.968,1
3.906,1.474,130.0,6.8,4.321,0.0,1.531,0.1975,0.05,0.1097,0.354,3.906,3.414,0.966,1.474,MID_C,0.4,1
3.945,0.05,95.3,5.8,4.393,0.5,0.635,0.2307,0.05,0.0996,1.204,3.945,3.375,2.39,0.05,LOW_C,0.44,0
0.868,0.356,93.1,6.3,3.236,0.0,2.395,0.2553,0.4046,0.2349,2.923,0.868,6.452,2.084,0.356,LOW_L,0.99,1
6.566,1.161,91.0,15.3,3.49,0.3,3.194,0.637,0.5814,0.1759,2.906,6.566,0.754,1.279,1.161,MID_R,0.94,1
2.28,0.05,86.6,5.5,4.494,0.3,2.228,0.2417,0.4025,0.1244,1.809,2.28,5.04,2.39,0.05,LOW_L,0.986,1
0.531,2.39,122.0,5.6,3.714,0.0,3.981,0.1739,0.6083,0.08,3.34,0.531,6.789,0.05,2.39,TOP_L,0.99,1
0.932,0.721,120.1,9.8,3.26,0.0,2.437,0.3102,0.3946,0.1764,2.773,0.932,6.388,1.719,0.721,LOW_L,0.985,1
4.905,2.016,102.2,20.4,3.713,0.0,2.342,0.7578,0.1103,0.1594,1.478,4.905,2.415,0.424,2.016,TOP_R,0.43,1
6.539,1.94,87.9,27.2,3.029,0.3,3.875,1.1726,0.6901,0.2145,2.968,6.539,0.781,0.5,1.94,TOP_R,0.2875,0
1.577,2.14,77.3,11.1,3.325,0.5,2.397,0.5432,0.2496,0.1609,2.277,1.577,5.743,0.3,2.14,TOP_L,0.52,1
3.468,1.521,79.1,25.5,3.57,0.0,1.524,1.2217,0.05,0.151,0.357,3.468,3.852,0.919,1.521,MID_C,0.05,0
5.666,1.801,91.5,12.0,3.656,0.0,2.699,0.4974,0.3151,0.0831,2.088,5.666,1.654,0.639,1.801,TOP_R,0.2,1
0.208,1.457,71.8,9.8,3.922,0.0,3.989,0.5149,0.7409,0.2243,3.46,0.208,7.112,0.983,1.457,MID_L,0.985,1
5.219,0.7,91.3,11.7,3.967,0.0,1.435,0.4858,0.1257,0.1373,1.644,5.219,2.101,1.74,0.7,LOW_R,0.05,0
6.169,0.128,93.8,9.0,3.96,0.3,2.216,0.3616,0.4013,0.1279,2.737,6.169,1.151,2.312,0.128,LOW_R,0.986,1
2.159,0.05,90.3,9.6,3.861,0.0,1.703,0.4036,0.2618,0.1608,1.903,2.159,5.161,2.39,0.05,LOW_L,0.755,0
6.81,0.565,89.8,11.9,3.227,0.3,3.592,0.5002,0.7081,0.1815,3.217,6.81,0.51,1.875,0.565,LOW_R,0.985,1
1.073,1.006,73.7,8.2,2.795,0.0,1.994,0.4229,0.2429,0.137,2.596,1.073,6.247,1.434,1.006,MID_L,0.55,0
7.013,0.303,102.4,9.9,5.54,0.3,1.473,0.3674,0.1808,0.1175,3.476,7.013,0.307,2.137,0.303,LOW_R,0.6,0
3.723,0.05,74.9,28.3,4.643,0.5,1.025,1.4327,0.18,0.2068,1.172,3.723,3.597,2.39,0.05,LOW_C,0.335,0
4.276,0.917,92.1,20.6,3.683,0.3,0.856,0.8482,0.05,0.1889,0.686,4.276,3.044,1.523,0.917,MID_C,0.05,0
3.526,1.545,68.3,9.1,4.817,0.0,2.014,0.5074,0.1353,0.201,0.352,3.526,3.794,0.895,1.545,MID_C,0.05,0
0.289,1.413,91.2,26.2,2.91,0.3,2.848,1.0896,0.4679,0.1929,3.377,0.289,7.031,1.027,1.413,MID_L,0.2875,0
6.71,0.78,83.4,13.6,3.715,0.5,3.007,0.6189,0.5611,0.167,3.081,6.71,0.61,1.66,0.78,LOW_R,0.94,1
1.071,0.133,77.5,11.0,2.741,0.0,1.675,0.5384,0.2529,0.2035,2.808,1.071,6.249,2.307,0.133,LOW_L,0.44,0
6.49,1.922,51.3,19.0,4.013,0.0,3.136,1.4065,0.4318,0.1609,2.916,6.49,0.83,0.518,1.922,TOP_R,0.2875,0
2.082,1.19,97.2,13.5,1.792,0.0,1.225,0.5269,0.05,0.1476,1.578,2.082,5.238,1.25,1.19,MID_L,0.05,0
1.474,0.853,105.6,5.4,3.017,0.0,1.763,0.1955,0.1984,0.089,2.217,1.474,5.846,1.587,0.853,MID_L,0.8875,1
2.416,1.215,61.1,16.0,3.475,0.3,1.399,0.9908,0.0771,0.1915,1.244,2.416,4.904,1.225,1.215,MID_L,0.05,0
4.481,0.721,85.0,34.5,2.994,0.0,1.653,1.5394,0.1842,0.1414,0.961,4.481,2.839,1.719,0.721,LOW_C,0.05,0
4.382,0.607,95.7,5.6,3.692,0.0,0.919,0.2238,0.05,0.1751,0.947,4.382,2.938,1.833,0.607,LOW_C,0.65,1
2.33,0.726,70.4,16.6,3.258,0.0,1.179,0.8916,0.0446,0.0893,1.419,2.33,4.99,1.714,0.726,LOW_L,0.05,0
4.979,1.418,83.3,14.1,3.508,0.0,2.043,0.6406,0.1801,0.2012,1.333,4.979,2.341,1.022,1.418,MID_R,0.05,0
0.366,0.05,109.0,17.9,4.02,0.3,3.663,0.6221,0.7988,0.2008,3.496,0.366,6.954,2.39,0.05,LOW_L,0.99,1
0.352,1.841,100.1,9.6,4.224,0.3,4.167,0.3631,0.7805,0.1478,3.366,0.352,6.968,0.599,1.841,TOP_L,0.985,1
0.192,0.156,84.5,18.2,3.503,0.3,3.314,0.8177,0.7043,0.1922,3.628,0.192,7.128,2.284,0.156,LOW_L,0.925,1
6.594,0.407,86.5,12.7,4.378,0.0,2.253,0.5583,0.3665,0.1322,3.044,6.594,0.726,2.033,0.407,LOW_R,0.4,0
0.758,0.807,86.8,8.7,3.117,0.0,2.493,0.3792,0.4023,0.1841,2.931,0.758,6.562,1.633,0.807,LOW_L,0.985,1
4.431,1.038,66.3,6.3,2.93,0.3,1.673,0.3615,0.1877,0.1397,0.792,4.431,2.889,1.402,1.038,MID_C,0.4,0
4.967,0.275,60.1,35.0,3.981,0.3,0.987,2.2096,0.0899,0.08,1.613,4.967,2.353,2.165,0.275,LOW_R,0.335,0
0.862,0.573,113.7,5.0,3.559,0.0,2.757,0.1671,0.4868,0.1701,2.872,0.862,6.458,1.867,0.573,LOW_L,0.985,1
6.501,0.27,91.7,40.0,4.184,0.3,2.317,1.6525,0.3918,0.08,2.996,6.501,0.819,2.17,0.27,LOW_R,0.525,0
2.956,1.118,67.0,30.0,4.952,0.0,2.288,1.6991,0.3115,0.1322,0.711,2.956,4.364,1.322,1.118,MID_C,0.05,0
1.641,1.068,90.0,13.5,4.282,0.0,2.849,0.5689,0.4727,0.1355,2.024,1.641,5.679,1.372,1.068,MID_L,0.65,0
2.497,0.742,83.1,10.3,3.485,0.0,1.236,0.4704,0.0595,0.08,1.257,2.497,4.823,1.698,0.742,LOW_C,0.05,0
3.622,0.634,82.5,24.9,3.17,0.0,0.778,1.1456,0.05,0.2178,0.588,3.622,3.698,1.806,0.634,LOW_C,0.05,0
6.57,2.036,112.1,19.8,3.994,0.5,3.0,0.668,0.4567,0.1286,3.022,6.57,0.75,0.404,2.036,TOP_R,0.68,0
1.102,0.818,101.9,13.9,2.232,0.5,1.174,0.5174,0.0951,0.213,2.59,1.102,6.218,1.622,0.818,MID_L,0.2875,0
5.555,1.228,49.7,14.4,3.582,0.0,2.324,1.0998,0.3058,0.1308,1.895,5.555,1.765,1.212,1.228,MID_R,0.05,0
2.34,1.034,81.9,16.5,3.89,0.3,1.715,0.7643,0.2,0.1366,1.333,2.34,4.98,1.406,1.034,MID_L,0.05,0
1.451,1.256,74.6,18.6,3.354,0.5,2.048,0.9425,0.2883,0.1258,2.209,1.451,5.869,1.184,1.256,MID_L,0.2875,0
5.624,0.973,95.9,31.4,4.241,0.0,1.691,1.2394,0.1581,0.1237,1.979,5.624,1.696,1.467,0.973,MID_R,0.05,0
5.786,0.709,93.9,11.5,3.955,0.0,1.963,0.4648,0.2702,0.1407,2.186,5.786,1.534,1.731,0.709,LOW_R,0.2,0
6.067,1.016,99.5,6.0,4.447,0.0,1.912,0.2276,0.2174,0.1427,2.415,6.067,1.253,1.424,1.016,MID_R,0.94,1
2.899,1.081,73.1,10.6,3.733,0.3,1.143,0.5496,0.0211,0.1071,0.774,2.899,4.421,1.359,1.081,MID_C,0.05,0
2.348,0.588,93.5,14.6,2.302,0.0,0.59,0.5907,0.05,0.109,1.456,2.348,4.972,1.852,0.588,LOW_L,0.05,0
4.494,1.495,83.7,11.6,4.467,0.0,1.495,0.5238,0.05,0.1477,0.878,4.494,2.826,0.945,1.495,MID_C,0.05,0
3.609,2.188,51.5,13.1,3.529,0.3,1.89,0.9614,0.05,0.169,0.97,3.609,3.711,0.252,2.188,TOP_C,0.43,0
2.788,0.05,109.2,9.5,2.079,0.3,0.752,0.3306,0.18,0.1931,1.459,2.788,4.532,2.39,0.05,LOW_C,0.755,1
6.144,0.834,115.6,9.2,3.29,0.0,2.973,0.3022,0.526,0.1206,2.514,6.144,1.176,1.606,0.834,MID_R,0.985,1
1.8,1.009,90.0,18.6,2.927,0.3,1.331,0.7836,0.0943,0.1053,1.872,1.8,5.52,1.431,1.009,MID_L,0.05,0
5.256,0.913,90.3,13.4,4.045,0.3,1.358,0.5628,0.1153,0.1112,1.625,5.256,2.064,1.527,0.913,MID_R,0.05,0
0.964,0.05,57.4,5.1,3.629,0.0,2.665,0.3335,0.5264,0.1013,2.939,0.964,6.356,2.39,0.05,LOW_L,0.99,1
4.876,0.053,82.2,9.6,2.842,0.0,2.034,0.4436,0.353,0.1207,1.685,4.876,2.444,2.387,0.053,LOW_C,0.755,0
3.66,0.181,98.9,5.9,3.317,0.3,0.363,0.225,0.05,0.1685,1.039,3.66,3.66,2.259,0.181,LOW_C,0.58,0
6.522,0.461,86.1,9.6,3.155,0.0,3.398,0.4249,0.6542,0.08,2.961,6.522,0.798,1.979,0.461,LOW_R,0.985,1
5.873,0.828,69.9,10.7,3.798,0.3,2.141,0.5777,0.3313,0.1953,2.248,5.873,1.447,1.612,0.828,MID_R,0.4,1
1.616,0.851,77.6,18.0,2.382,0.0,1.145,0.8776,0.004,0.1689,2.077,1.616,5.704,1.589,0.851,MID_L,0.05,0
1.92,1.061,82.0,13.1,3.836,0.0,2.19,0.6055,0.2915,0.1589,1.747,1.92,5.4,1.379,1.061,MID_L,0.05,0
6.999,0.682,82.3,24.5,3.424,0.0,3.639,1.1278,0.7061,0.0959,3.382,6.999,0.321,1.758,0.682,LOW_R,0.2875,0
6.09,1.165,81.1,15.6,4.662,0.0,1.843,0.7271,0.1695,0.1408,2.431,6.09,1.23,1.275,1.165,MID_R,0.2875,1
3.762,0.05,60.0,6.0,3.636,0.3,0.28,0.3811,0.05,0.0801,1.174,3.762,3.558,2.39,0.05,LOW_C,0.335,1
7.27,1.327,63.0,15.3,3.504,0.3,3.903,0.9213,0.7539,0.1216,3.612,7.27,0.05,1.113,1.327,MID_R,0.55,0
0.169,2.035,90.0,14.3,2.972,0.5,3.196,0.6014,0.5134,0.1915,3.585,0.169,7.151,0.405,2.035,TOP_L,0.968,1
1.738,1.183,60.7,10.2,3.65,0.0,2.248,0.6377,0.2905,0.1511,1.923,1.738,5.582,1.257,1.183,MID_L,0.05,0
4.214,0.37,100.6,13.7,4.619,0.3,0.411,0.5171,0.05,0.1414,1.015,4.214,3.106,2.07,0.37,LOW_C,0.335,0
4.266,1.286,50.7,40.0,4.79,0.0,1.389,2.9909,0.05,0.1166,0.609,4.266,3.054,1.154,1.286,MID_C,0.05,0
4.931,1.07,56.1,19.5,3.267,0.0,1.979,1.32,0.2286,0.1977,1.28,4.931,2.389,1.37,1.07,MID_R,0.05,0
3.743,1.436,85.9,5.6,4.162,0.3,1.211,0.2486,0.05,0.2224,0.231,3.743,3.577,1.004,1.436,MID_C,0.65,1
0.751,1.63,91.9,28.6,4.477,0.3,3.957,1.1773,0.7441,0.0841,2.938,0.751,6.569,0.81,1.63,TOP_L,0.2875,0
1.22,0.975,70.8,37.7,3.161,0.3,2.055,2.0186,0.2976,0.1566,2.452,1.22,6.1,1.465,0.975,MID_L,0.2875,0
2.865,0.779,115.1,6.2,3.519,0.0,1.018,0.2055,0.05,0.1578,0.909,2.865,4.455,1.661,0.779,LOW_C,0.65,0
3.261,0.562,80.7,8.9,4.664,0.3,1.427,0.4155,0.1633,0.1386,0.77,3.261,4.059,1.878,0.562,LOW_C,0.2,1
2.58,1.279,81.4,40.0,3.975,0.0,1.892,1.8622,0.1611,0.1122,1.081,2.58,4.74,1.161,1.279,MID_C,0.05,0
1.208,1.045,115.7,28.0,3.125,0.0,2.183,0.918,0.2917,0.1577,2.458,1.208,6.112,1.395,1.045,MID_L,0.2875,0
2.224,0.258,58.0,8.2,3.992,0.0,1.786,0.5362,0.2544,0.1294,1.728,2.224,5.096,2.182,0.258,LOW_L,0.335,1
4.658,0.05,85.4,35.2,3.852,0.3,0.844,1.5633,0.18,0.1493,1.538,4.658,2.662,2.39,0.05,LOW_C,0.335,1
5.197,0.05,71.5,6.1,3.931,0.0,1.267,0.3249,0.198,0.1793,1.932,5.197,2.123,2.39,0.05,LOW_R,0.895,1
1.354,1.73,115.2,20.9,4.549,0.0,3.634,0.6872,0.6113,0.1451,2.362,1.354,5.966,0.71,1.73,TOP_L,0.8875,1
1.022,2.39,88.9,7.0,4.602,0.0,4.305,0.3001,0.7076,0.1492,2.886,1.022,6.298,0.05,2.39,TOP_L,0.99,1
0.864,2.031,73.7,11.4,3.23,0.5,2.818,0.5879,0.404,0.091,2.911,0.864,6.456,0.409,2.031,TOP_L,0.68,0
4.356,1.323,105.3,24.2,3.852,0.0,1.416,0.8725,0.05,0.1131,0.704,4.356,2.964,1.117,1.323,MID_C,0.05,0
6.274,0.769,92.9,9.2,5.46,0.0,1.12,0.3734,0.016,0.1251,2.652,6.274,1.046,1.671,0.769,LOW_R,0.2875,1
6.476,0.502,107.4,10.0,3.77,0.0,2.752,0.3537,0.489,0.08,2.906,6.476,0.844,1.938,0.502,LOW_R,0.985,1
6.98,0.05,64.6,10.4,2.79,0.0,4.191,0.6097,0.9461,0.2013,3.52,6.98,0.34,2.39,0.05,LOW_R,0.99,1
6.151,0.315,122.8,26.1,4.123,0.0,2.052,0.8055,0.3194,0.08,2.65,6.151,1.169,2.125,0.315,LOW_R,0.335,1
4.259,0.054,89.7,14.3,3.956,0.3,0.391,0.6044,0.05,0.1854,1.311,4.259,3.061,2.386,0.054,LOW_C,0.335,0
5.004,0.904,91.9,9.4,3.535,0.0,1.725,0.3887,0.1798,0.1392,1.381,5.004,2.316,1.536,0.904,MID_R,0.2,0
5.631,0.05,67.5,22.6,3.091,0.0,2.541,1.2671,0.4924,0.08,2.292,5.631,1.689,2.39,0.05,LOW_R,0.335,0
4.418,1.164,80.1,8.4,3.75,0.3,1.092,0.3996,0.05,0.2465,0.76,4.418,2.902,1.276,1.164,MID_C,0.2,0
1.002,0.918,93.4,34.3,4.965,0.0,4.068,1.3928,0.8032,0.1345,2.675,1.002,6.318,1.522,0.918,MID_L,0.2875,0
0.545,2.189,67.5,21.9,4.695,0.5,4.48,1.2298,0.8499,0.1414,3.262,0.545,6.775,0.251,2.189,TOP_L,0.62,0
3.884,0.229,52.1,19.4,4.025,0.0,0.269,1.411,0.05,0.1948,1.016,3.884,3.436,2.211,0.229,LOW_C,0.335,1
1.484,1.176,86.2,19.3,2.641,0.3,1.451,0.8502,0.1017,0.1965,2.176,1.484,5.836,1.264,1.176,MID_L,0.2875,0
6.963,2.39,98.7,11.6,3.399,0.0,4.292,0.4462,0.7036,0.0928,3.504,6.963,0.357,0.05,2.39,TOP_R,0.99,1
1.872,1.568,62.1,7.0,4.052,0.0,2.686,0.4245,0.3576,0.1812,1.822,1.872,5.448,0.872,1.568,MID_L,0.92,0
1.978,0.462,102.0,10.2,4.119,0.0,2.19,0.3782,0.3478,0.1229,1.845,1.978,5.342,1.978,0.462,LOW_L,0.85,0
1.161,1.742,47.3,40.0,4.227,0.0,3.527,3.2068,0.5792,0.1268,2.553,1.161,6.159,0.698,1.742,TOP_L,0.2875,0
2.789,0.731,68.1,31.0,4.272,0.0,1.653,1.7232,0.1832,0.2046,0.999,2.789,4.531,1.709,0.731,LOW_C,0.05,0
0.931,1.089,89.8,28.5,3.806,0.5,2.935,1.2023,0.5314,0.1341,2.732,0.931,6.389,1.351,1.089,MID_L,0.2875,0
6.823,1.348,118.0,5.5,3.167,0.0,3.897,0.1753,0.7266,0.2394,3.165,6.823,0.497,1.092,1.348,MID_R,0.985,1
4.449,1.753,76.6,19.5,5.305,0.0,1.951,0.9638,0.0265,0.1493,0.952,4.449,2.871,0.687,1.753,TOP_C,0.05,0
5.881,0.559,78.1,6.2,4.865,0.0,1.16,0.3027,0.0666,0.1521,2.318,5.881,1.439,1.881,0.559,LOW_R,0.4,1
0.137,0.228,94.0,11.2,3.589,0.3,3.453,0.4502,0.6757,0.0856,3.66,0.137,7.183,2.212,0.228,LOW_L,0.99,1
1.641,0.858,72.1,5.2,3.072,0.0,1.669,0.2743,0.1704,0.1603,2.051,1.641,5.679,1.582,0.858,MID_L,0.85,0
5.539,1.272,81.9,40.0,3.671,0.0,2.26,1.8505,0.2795,0.179,1.88,5.539,1.781,1.168,1.272,MID_R,0.05,0
0.83,1.889,63.7,8.2,3.81,0.0,3.528,0.4896,0.5576,0.152,2.908,0.83,6.49,0.551,1.889,TOP_L,0.985,1
5.786,1.73,101.5,23.4,5.534,0.3,1.452,0.8746,0.05,0.1446,2.186,5.786,1.534,0.71,1.73,TOP_R,0.05,0
5.835,1.179,106.5,11.1,3.983,0.0,2.196,0.3945,0.2757,0.1596,2.176,5.835,1.485,1.261,1.179,MID_R,0.7375,1
2.146,1.27,86.9,9.5,3.332,0.0,1.738,0.4157,0.109,0.1541,1.515,2.146,5.174,1.17,1.27,MID_L,0.05,0
6.278,0.276,68.9,6.4,2.429,0.0,3.859,0.3507,0.7747,0.1655,2.783,6.278,1.042,2.164,0.276,LOW_R,0.986,1
